ID,Name,Type1,Type2,Stat Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Pokedex Entry,Images
532,Timburr,Fighting, ,305,75,80,55,25,35,35,5,Always carrying squared logs they help out with construction. As they grow they carry bigger logs.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/532.png
533,Gurdurr,Fighting, ,405,85,105,85,40,50,40,5,They strengthen their bodies by carrying steel beams. They show off their big muscles to their friends.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/533.png
534,Conkeldurr,Fighting, ,505,105,140,95,55,65,45,5,It is thought that Conkeldurr taught humans how to make concrete more than 2000 years ago.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/534.png
535,Tympole,Water, ,294,50,50,40,50,40,64,5,Graceful ripples running across the water’s surface are a sure sign that Tympole are singing in high-pitched voices below.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/535.png
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,It weakens its prey with sound waves intense enough to cause headaches then entangles them with its sticky tongue.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/536.png
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,The vibrating of the bumps all over its body causes earthquake-like tremors. Seismitoad and Croagunk are similar species.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/537.png
538,Throh,Fighting, ,465,120,100,85,30,85,45,5,It performs throwing moves with first-rate skill. Over the course of many battles Throh’s belt grows darker as it absorbs its wearer’s sweat.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/538.png
539,Sawk,Fighting, ,465,75,125,75,30,75,85,5,If you see a Sawk training in the mountains in its single-minded pursuit of strength it’s best to quietly pass by.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/539.png
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,Sewaddle chews on leaves to make its clothing. It’s trying to mimic the leafy garment Leavanny first dressed it in.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/540.png
541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,Swadloon lives quietly at the feet of trees. It prefers eating fallen leaves that have grown soft rather than fresh ones.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/541.png
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,This gentle Pokemon has strong protective instincts. The leaves on its arms are sharp enough to slice a thick tree in half with one stroke.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/542.png
543,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,Venipede and Sizzlipede are similar species but when the two meet a huge fight ensues.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/543.png
544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,This Pokemon spins itself rapidly and charges into its opponents. Its top speed is just over 60 mph.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/544.png
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,Scolipede latches on to its prey with the claws on its neck before slamming them into the ground and jabbing them with its claws’ toxic spikes.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/545.png
546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,Pillows and beds stuffed with cotton exhaled by Cottonee are soft and puffy light and airy—altogether top quality.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/546.png
547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,Like the wind it can slip through any gap no matter how small. It leaves balls of white fluff behind.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/547.png
548,Petilil,Grass, ,280,45,35,50,70,50,30,5,The leaves on its head grow right back even if they fall out. These bitter leaves refresh those who eat them.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/548.png
549,Lilligant,Grass, ,480,70,60,75,110,75,90,5,The fragrance of the garland on its head has a relaxing effect but taking care of it is very difficult.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/549.png
550,Basculin,Water, ,460,70,92,65,80,55,98,5,Its temperament is vicious and aggressive. This Pokemon is also full of vitality and can multiply rapidly before anyone notices.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/550.png
551,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,It submerges itself in sand and moves as if swimming. This wise behavior keeps its enemies from finding it and maintains its temperature.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/551.png
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,Protected by thin membranes their eyes can see even in the dead of night. They live in groups of a few individuals.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/552.png
553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,After clamping down with its powerful jaws it twists its body around to rip its prey in half.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/553.png
554,Darumaka,Fire, ,315,70,90,45,15,45,50,5,Darumaka’s droppings are hot so people used to put them in their clothes to keep themselves warm.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/554.png
555,Darmanitan,Fire, ,480,105,140,55,30,55,95,5,When one is injured in a fierce battle it hardens into a stone-like form. Then it meditates and sharpens its mind.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/555.png
556,Maractus,Grass, ,461,75,86,67,106,67,60,5,With noises that could be mistaken for the rattles of maracas it creates an upbeat rhythm startling bird Pokemon and making them fly off in a hurry.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/556.png
557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,When it finds a stone appealing it creates a hole inside it and uses it as its home. This Pokemon is the natural enemy of Roggenrola and Rolycoly.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/557.png
558,Crustle,Bug,Rock,485,70,105,125,65,75,45,5,This highly territorial Pokemon prefers dry climates. It won’t come out of its boulder on rainy days.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/558.png
559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,It stretches its saggy skin up to its neck to protect itself. Among Scraggy individuals with saggier skin apparently garner more respect.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/559.png
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/560.png
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,Psychic power allows these Pokemon to fly. Some say they were the guardians of an ancient city. Others say they were the guardians’ emissaries.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/561.png
562,Yamask,Ghost, ,303,38,30,85,55,65,30,5,It wanders through ruins by night carrying a mask that’s said to have been the face it had when it was still human.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/562.png
563,Cofagrigus,Ghost, ,483,58,50,145,95,105,30,5,This Pokemon has a body of sparkling gold. People say it no longer remembers that it was once human.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/563.png
564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,This Pokemon inhabited ancient seas. Although it can only crawl it still comes up onto land in search of prey.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/564.png
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,Carracosta completely devours its prey—bones shells and all. Because of this Carracosta’s own shell grows thick and sturdy.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/565.png
566,Archen,Rock,Flying,401,55,112,45,74,45,70,5,This Pokemon was successfully restored from a fossil. As research suggested Archen is unable to fly. But it’s very good at jumping.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/566.png
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,It needs a running start to take off. If Archeops wants to fly it first needs to run nearly 25 mph building speed over a course of about 2.5 miles.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/567.png
568,Trubbish,Poison, ,329,50,50,62,40,62,65,5,Its favorite places are unsanitary ones. If you leave trash lying around you could even find one of these Pokemon living in your room.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/568.png
569,Garbodor,Poison, ,474,80,95,82,60,82,75,5,This Pokemon eats trash which turns into poison inside its body. The main component of the poison depends on what sort of trash was eaten.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/569.png
570,Zorua,Dark, ,330,40,65,40,80,40,65,5,It changes into the forms of others to surprise them. Apparently it often transforms into a silent child.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/570.png
571,Zoroark,Dark, ,510,60,105,60,120,60,105,5,Stories say those who tried to catch Zoroark were trapped in an illusion and punished.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/571.png
572,Minccino,Normal, ,300,55,50,40,40,40,75,5,When its tail has gotten dirty from self-cleaning or from cleaning its nest Minccino spends a whole day washing its tail in clean springwater.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/572.png
573,Cinccino,Normal, ,470,75,95,60,65,60,115,5,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/573.png
574,Gothita,Psychic, ,290,45,30,50,55,65,45,5,This Pokemon is normally very innocent. When it is staring at something invisible it is unblinking and utterly silent.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/574.png
575,Gothorita,Psychic, ,390,60,45,70,75,85,55,5,This Pokemon will hypnotize children to put them to sleep before carrying them away. Be wary of nights when the starlight is bright.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/575.png
576,Gothitelle,Psychic, ,490,70,55,95,95,110,65,5,Gothitelle unleashes psychic energy and shows opponents dreams of the universe’s end. These dreams are apparently ethereal and beautiful.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/576.png
577,Solosis,Psychic, ,290,45,30,40,105,50,20,5,Because their bodies are enveloped in a special liquid they can survive in any environment.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/577.png
578,Duosion,Psychic, ,370,65,40,50,125,60,30,5,Since they have two divided brains at times they suddenly try to take two different actions at once.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/578.png
579,Reuniclus,Psychic, ,490,110,65,75,125,85,30,5,Their arms are made of a special liquid. They use psychic power to control these arms and crush boulders.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/579.png
580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,It’s not very good at flying yet. It watches the dances of its Swanna parents to learn how to move its wings.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/580.png
581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,Centered around its leader the flock dances in perfect sync to strengthen its unity.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/581.png
582,Vanillite,Ice, ,305,36,50,50,65,60,44,5,Unable to survive in hot areas it makes itself comfortable by breathing out air cold enough to cause snow. It burrows into the snow to sleep.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/582.png
583,Vanillish,Ice, ,395,51,65,65,80,75,59,5,By drinking pure water it grows its icy body. This Pokemon can be hard to find on days with warm sunny weather.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/583.png
584,Vanilluxe,Ice, ,535,71,95,85,110,95,79,5,When its anger reaches a breaking point this Pokemon unleashes a fierce blizzard that freezes every creature around it be they friend or foe.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/584.png
585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,Deerling have different scents depending on the season. In early spring these Pokemon give off a delicate sweet and calming scent.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/585.png
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,It seems that a Sawsbuck with many flowers on its antlers will grow at a slightly slower pace because the flowers absorb the Pokemon’s nutrients.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/586.png
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,As Emolga flutters through the air it crackles with electricity. This Pokemon is cute but it can cause a lot of trouble.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/587.png
588,Karrablast,Bug, ,315,50,75,45,40,45,60,5,Its strange physiology reacts to electrical energy in interesting ways. The presence of a Shelmet will cause this Pokemon to evolve.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/588.png
589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,They use shells they’ve stolen from Shelmet to arm and protect themselves. They’re very popular Pokemon in the Galar region.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/589.png
590,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,There is a theory that the developer of the modern-day Poke Ball really liked Foongus but this has not been confirmed.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/590.png
591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,Be wary of the poisonous spores it releases. Mushrooms resembling Amoonguss’s caps will grow out of anywhere the spores touch.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/591.png
592,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,It envelops its prey in its veillike arms and draws it down to the deeps five miles below the ocean’s surface.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/592.png
593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,Most of this Pokemon’s body composition is identical to sea water. It makes sunken ships its lair.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/593.png
594,Alomomola,Water, ,470,165,75,80,40,45,65,5,It gently holds injured and weak Pokemon in its fins. Its special membrane heals their wounds.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/594.png
595,Joltik,Bug,Electric,319,50,47,50,57,50,65,5,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/595.png
596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,They employ an electrically charged web to trap their prey. While it is immobilized by shock they leisurely consume it.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/596.png
597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,It defends itself by launching spikes but its aim isn’t very good at first. Only after a lot of practice will it improve.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/597.png
598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,This Pokemon scrapes its spikes across rocks and then uses the tips of its feelers to absorb the nutrients it finds within the stone.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/598.png
599,Klink,Steel, ,300,40,55,70,45,60,30,5,The two minigears that compose this Pokemon are closer than twins. They mesh well only with each other.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/599.png
600,Klang,Steel, ,440,60,80,95,70,85,50,5,When Klang goes all out the minigear links up perfectly with the outer part of the big gear and this Pokemon’s rotation speed increases sharply.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/600.png
601,Klinklang,Steel, ,520,60,100,115,70,85,90,5,From its spikes it launches powerful blasts of electricity. Its red core contains an enormous amount of energy.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/601.png
602,Tynamo,Electric, ,275,35,55,40,45,40,60,5,While one alone doesn’t have much power a chain of many Tynamo can be as powerful as lightning.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/602.png
603,Eelektrik,Electric, ,405,65,85,70,75,70,40,5,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/603.png
604,Eelektross,Electric, ,515,85,115,80,105,80,50,5,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/604.png
605,Elgyem,Psychic, ,335,55,55,55,85,55,30,5,If this Pokemon stands near a TV strange scenery will appear on the screen. That scenery is said to be from its home.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/605.png
606,Beheeyem,Psychic, ,485,75,75,75,125,95,40,5,Whenever a Beheeyem visits a farm a Dubwool mysteriously disappears.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/606.png
607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,Its flame is usually out but it starts shining when Litwick absorbs life-force from people or Pokemon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/607.png
608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,Lampent appears at the moment of death and promptly absorbs the spirit as it leaves the body.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/608.png
609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,The spirits burned up in its ominous flame lose their way and wander this world forever.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/609.png
610,Axew,Dragon, ,320,46,87,60,30,40,57,5,This Pokemon lives in nests that are made in the ground. People in ancient times used its tusks as cooking knives.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/610.png
611,Fraxure,Dragon, ,410,66,117,70,40,50,67,5,Because its tusks don’t grow back once they break this Pokemon apparently won’t use them unless truly necessary.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/611.png
612,Haxorus,Dragon, ,540,76,147,90,60,70,97,5,This Pokemon nests in caves and abandoned mines. It is docile but it will become incredibly angry if its tusks are touched so beware.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/612.png
613,Cubchoo,Ice, ,305,55,70,40,60,40,40,5,Many of this species can be found along the shorelines of cold regions. If a Cubchoo lacks dangling snot there’s a chance it is sick.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/613.png
614,Beartic,Ice, ,505,95,130,80,70,80,50,5,It is a ferocious carnivorous Pokemon. Once it captures its prey it will breathe cold air onto the prey to freeze and preserve it.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/614.png
615,Cryogonal,Ice, ,515,80,50,50,95,135,105,5,Cryogonal appear during cold seasons. It is said that people and Pokemon who die on snowy mountains are reborn into these Pokemon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/615.png
616,Shelmet,Bug, ,305,50,40,85,40,65,25,5,When attacked it tightly shuts the lid of its shell. This reaction fails to protect it from Karrablast however because they can still get into the shell.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/616.png
617,Accelgor,Bug, ,495,80,70,40,100,60,145,5,It moves with blinding speed and lobs poison at foes. Featuring Accelgor as a main character is a surefire way to make a movie or comic popular.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/617.png
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,Its skin is very hard so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/618.png
619,Mienfoo,Fighting, ,350,45,85,50,55,50,65,5,In fights they dominate with onslaughts of flowing continuous attacks. With their sharp claws they cut enemies.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/619.png
620,Mienshao,Fighting, ,510,65,125,60,95,60,105,5,When Mienshao lets out a bizarre wail you’re in danger. A flurry of kicks and chops too fast to see is about to be unleashed!,https://assets.pokemon.com/assets/cms2/img/pokedex/full/620.png
621,Druddigon,Dragon, ,485,77,120,90,60,90,48,5,Druddigon lives in caves but it never skips sunbathing—it won’t be able to move if its body gets too cold.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/621.png
622,Golett,Ground,Ghost,303,59,74,50,35,50,35,5,These Pokemon are thought to have been created by the science of an ancient and mysterious civilization.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/622.png
623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,When the seal on its chest is removed it rages indiscriminately. During such rampages it can turn a whole town into a mountain of rubble.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/623.png
624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,Pawniard will fearlessly challenge even powerful foes. In a pinch it will cling to opponents and pierce them with the blades all over its body.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/624.png
625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,This Pokemon commands a group of several Pawniard. Groups that are defeated in territorial disputes are absorbed by the winning side.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/625.png
626,Bouffalant,Normal, ,490,95,110,95,40,95,55,5,These Pokemon can crush a car with no more than a headbutt. Bouffalant with more hair on their heads hold higher positions within the herd.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/626.png
627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,They pick fights indiscriminately. They grow stronger and more powerful each time they faint or are injured.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/627.png
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,The more scars they have the more respect these brave soldiers of the sky get from their peers.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/628.png
629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,They tend to guard their posteriors with suitable bones they have found. They pursue weak Pokemon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/629.png
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,It’s always searching for food for Vullaby. When it finds a weak Pokemon Mandibuzz swoops it right off to its nest.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/630.png
631,Heatmor,Fire, ,484,85,97,66,105,66,65,5,There’s a hole in its tail that allows it to draw in the air it needs to keep its fire burning. If the hole gets blocked this Pokemon will fall ill.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/631.png
632,Durant,Bug,Steel,484,58,109,112,48,48,109,5,They lay their eggs deep inside their nests. When attacked by Heatmor they retaliate using their massive mandibles.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/632.png
633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,It can’t see so its first approach to examining things is to bite them. You will be covered in wounds until a Deino warms up to you.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/633.png
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,The two heads do not get along at all. If you don’t give each head the same amount of attention they’ll begin fighting out of jealousy.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/634.png
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,Only the central head has a brain. It is very intelligent but it thinks only of destruction.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/635.png
636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,This Pokemon was called the Larva That Stole the Sun. The fire Larvesta spouts from its horns can cut right through a sheet of iron.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/636.png
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,Its burning body causes it to be unpopular in hot parts of the world but in cold ones Volcarona is revered as an embodiment of the sun.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/637.png
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,This Pokemon appears in a legend alongside Terrakion and Virizion fighting against humans in defense of the Unova region’s Pokemon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/638.png
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,It has phenomenal power. It will mercilessly crush anyone or anything that bullies small Pokemon.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/639.png
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,A legend tells of this Pokemon working together with Cobalion and Terrakion to protect the Pokemon of the Unova region.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/640.png
641,Tornadus,Flying, ,580,79,115,70,125,80,111,5,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/641.png
642,Thundurus,Electric,Flying,580,79,105,70,145,80,101,5,The spikes on its tail discharge immense bolts of lightning. It flies around the Unova region firing off lightning bolts.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/642.png
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,This legendary Pokemon can scorch the world with fire. It helps those who want to build a world of truth.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/643.png
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,This legendary Pokemon can scorch the world with lightning. It assists those who want to build an ideal world.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/644.png
645,Landorus,Ground,Flying,600,89,125,90,115,80,101,5,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,https://assets.pokemon.com/assets/cms2/img/pokedex/full/645.png
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,This legendary ice Pokemon waits for a hero to fill in the missing parts of its body with truth or ideals.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/646.png
647,Keldeo,Water,Fighting,580,91,72,90,129,90,108,5,It crosses the world running over the surfaces of oceans and rivers. It appears at scenic waterfronts.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/647.png
648,Meloetta,Normal,Fighting,600,100,128,90,77,77,128,5,The melodies sung by Meloetta have the power to make Pokemon that hear them happy or sad.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/648.png
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,This ancient bug Pokemon was altered by Team Plasma. They upgraded the cannon on its back.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/649.png
650,Chespin,Grass, ,313,56,61,65,48,45,38,6,When Chespin tenses up just before landing a headbutt the spikes on its head sharpen to points piercing the enemy’s body on contact.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/650.png
651,Quilladin,Grass, ,405,61,78,95,56,58,57,6,It’s protected by a sturdy shell. The shell is also very heavy which naturally strengthens Quilladin’s lower body.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/651.png
652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,When its allies are in trouble Chesnaught creates a shield with its arms and uses its own body to block attacks.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/652.png
653,Fennekin,Fire, ,307,40,45,40,62,60,60,6,This Pokemon gets worked up easily. Its body can also overheat so it uses its ears to dissipate the heat and calm down.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/653.png
654,Braixen,Fire, ,409,59,59,58,90,70,73,6,It ignites the twig from its tail and waves the twig around to signal its allies. To indicate danger it draws circles in the air with the twig’s flame.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/654.png
655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,It leaves burn marks in the ground with the flame at the tip of its wand. Long ago people used the shapes of these burn marks for divination.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/655.png
656,Froakie,Water, ,314,41,56,40,62,44,71,6,Its happy-go-lucky look is an act intended to fool its enemies. It will suddenly drop the facade and overwhelm its foes with its blinding speed.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/656.png
657,Frogadier,Water, ,405,54,63,52,83,56,97,6,It excels at devising battle strategies that make use of the terrain and it never misses its mark when throwing bubble-covered pebbles.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/657.png
658,Greninja,Water,Dark,530,72,95,67,103,71,122,6,The movement of air against the long tongue Greninja keeps wrapped around its neck allows it to sense enemies it can’t see.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/658.png
659,Bunnelby,Normal, ,237,38,36,38,32,36,57,6,It excels at digging holes. Using its ears it can dig a nest 33 feet deep in one night.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/659.png
660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,With power equal to an excavator it can dig through dense bedrock. It’s a huge help during tunnel construction.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/660.png
661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,This Pokemon is normally calm but once it enters battle its hormonal balance changes and it becomes aggressive.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/661.png
662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,Fletchinder scatters embers in tall grass where bug Pokemon might be hiding and then catches them as they come leaping out.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/662.png
663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,It has top-notch flying capabilities. It flies around easily even while carrying prey that weighs more than 220 lbs.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/663.png
664,Scatterbug,Bug, ,200,38,35,40,27,25,35,6,Any poison this Pokemon takes in is converted into a black powder and secreted. That’s why Scatterbug can eat poisonous leaves and roots.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/664.png
665,Spewpa,Bug, ,213,45,22,60,27,30,29,6,If Rufflet attacks this Pokemon by pecking at it it will retaliate with its sharp fur and poisonous black powder.,https://assets.pokemon.com/assets/cms2/img/pokedex/full/665.png
